,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2151,2010-05-06,Ballarat,6.0,13.9,1.0,,,W,39.0,SW,SW,15.0,13.0,98.0,61.0,1021.2,1021.1,7.0,5.0,9.3,13.5,No,No
2152,2014-07-21,Nuriootpa,5.4,14.2,0.0,0.8,4.4,ENE,22.0,NE,WSW,11.0,7.0,79.0,45.0,1023.7,1021.2,6.0,7.0,7.4,13.5,No,No
2153,2010-06-17,Ballarat,7.2,9.6,4.4,,,W,91.0,N,WNW,22.0,31.0,98.0,79.0,1003.7,1007.8,8.0,8.0,8.3,8.3,Yes,Yes
2154,2011-11-06,Nuriootpa,16.0,24.7,0.3,8.3,9.4,W,39.0,WSW,WSW,24.0,17.0,82.0,46.0,1010.3,1010.1,7.0,4.0,16.9,23.0,No,No
2155,2014-06-09,Adelaide,6.7,14.5,0.0,,,NNE,24.0,NNE,NE,7.0,9.0,72.0,52.0,1033.3,1029.2,,,9.2,13.9,No,No
2156,2016-06-09,Cairns,17.1,28.1,0.0,,,NE,22.0,SE,NE,13.0,13.0,78.0,65.0,1018.0,1015.2,,,23.3,27.2,No,No
2157,2016-09-15,NorfolkIsland,17.1,21.4,0.2,3.4,,NE,37.0,NNE,NE,24.0,24.0,68.0,63.0,1026.5,1023.5,,,19.6,19.9,No,Yes
2158,2014-05-19,Uluru,,28.4,,,,E,24.0,SE,NE,9.0,9.0,52.0,29.0,1020.2,1017.1,6.0,,18.9,27.7,,No
2159,2014-02-25,Brisbane,19.9,29.6,1.4,9.2,8.4,E,31.0,SSE,E,9.0,15.0,64.0,51.0,1016.9,1013.3,4.0,6.0,25.4,28.3,Yes,No
2160,2009-05-25,WaggaWagga,13.5,21.6,0.0,6.0,2.8,ENE,39.0,NNE,N,7.0,19.0,62.0,41.0,1024.8,1020.8,7.0,6.0,15.6,20.7,No,Yes
2161,2016-10-23,Portland,7.2,13.3,0.8,,,S,31.0,S,S,13.0,15.0,59.0,52.0,1028.6,1028.2,8.0,8.0,10.1,11.5,No,No
2162,2013-07-18,CoffsHarbour,12.0,22.5,0.0,2.0,,NE,35.0,NNW,NE,13.0,24.0,67.0,71.0,1025.2,1022.1,2.0,4.0,19.4,20.4,No,No
2163,2013-11-18,Sale,6.9,21.4,0.0,5.6,13.0,ESE,41.0,N,E,7.0,31.0,82.0,48.0,1017.2,1013.8,2.0,0.0,14.5,20.6,No,No
2164,2011-05-27,Nuriootpa,9.6,12.6,0.6,1.0,0.7,WNW,22.0,,W,0.0,17.0,94.0,83.0,1025.5,1023.9,8.0,8.0,10.3,12.0,No,No
2165,2013-03-14,Dartmoor,12.2,23.0,0.0,6.4,4.7,SW,39.0,NW,WSW,6.0,19.0,62.0,58.0,1016.8,1016.4,,,16.4,21.3,No,No
2166,2015-08-27,Williamtown,12.3,18.3,0.0,3.4,,NW,52.0,NW,WNW,17.0,30.0,71.0,52.0,1020.5,1017.5,7.0,7.0,14.9,17.7,No,No
2167,2015-10-21,SydneyAirport,19.0,29.1,4.8,7.6,3.4,NNE,39.0,NW,SW,9.0,9.0,56.0,60.0,1013.8,1011.4,4.0,7.0,25.0,25.4,Yes,Yes
2168,2012-06-06,Launceston,0.2,12.6,0.0,,,SSE,22.0,NW,N,2.0,4.0,96.0,54.0,1024.6,1022.5,,,3.2,12.2,No,No
2169,2012-11-24,AliceSprings,25.9,40.1,0.0,12.0,8.1,N,41.0,N,WNW,20.0,11.0,42.0,13.0,1012.0,1007.7,5.0,7.0,31.6,38.4,No,No
2170,2014-09-22,Cobar,9.9,23.6,0.0,5.4,,ENE,37.0,NE,NNE,13.0,19.0,37.0,27.0,1028.7,1024.6,1.0,5.0,18.4,22.1,No,No
2171,2011-06-04,Sydney,11.1,18.7,0.0,2.8,2.5,SSW,26.0,WNW,W,13.0,6.0,73.0,62.0,1015.4,1013.7,,,13.3,18.3,No,Yes
2172,2010-05-28,Watsonia,8.5,16.2,0.6,2.2,1.1,NE,41.0,,NE,0.0,9.0,99.0,68.0,1016.6,1012.1,7.0,8.0,10.1,16.0,No,Yes
2173,2011-09-16,Darwin,21.0,33.6,0.0,7.6,10.7,NNW,41.0,SSE,N,9.0,26.0,72.0,41.0,1015.2,1010.5,1.0,1.0,26.1,31.5,No,No
2174,2009-03-18,Cobar,13.9,29.5,0.0,6.4,11.8,ESE,28.0,ESE,E,11.0,9.0,41.0,23.0,1015.8,1012.9,0.0,0.0,20.2,27.7,No,No
2175,2016-06-01,NorfolkIsland,15.8,19.9,0.8,4.0,,S,44.0,SW,SSW,26.0,20.0,85.0,66.0,1020.9,1018.1,8.0,4.0,15.8,18.4,No,Yes
2176,2015-01-10,Woomera,18.0,24.0,66.4,,0.0,SSE,50.0,S,SSE,30.0,31.0,94.0,73.0,1004.7,1003.3,8.0,8.0,18.6,23.2,Yes,No
2177,2014-09-12,MelbourneAirport,4.1,14.1,0.0,3.0,4.4,WNW,22.0,SW,S,13.0,4.0,70.0,53.0,1027.1,1026.1,2.0,7.0,10.2,13.2,No,No
2178,2013-11-17,Sydney,14.8,18.0,40.8,5.6,0.0,SSE,50.0,SSW,SSE,22.0,17.0,83.0,83.0,1015.5,1014.5,7.0,8.0,16.4,16.8,Yes,Yes
2179,2009-03-17,Portland,12.0,15.1,0.6,3.0,0.0,SSW,28.0,SSW,S,9.0,13.0,69.0,69.0,1019.7,1019.9,7.0,8.0,13.1,14.3,No,No
2180,2010-10-03,MelbourneAirport,6.8,24.0,0.0,3.8,11.9,N,48.0,NE,N,9.0,28.0,71.0,43.0,1027.9,1024.5,1.0,3.0,15.1,22.6,No,No
2181,2011-02-11,PearceRAAF,20.6,33.6,0.0,,8.5,ESE,63.0,ESE,E,31.0,30.0,54.0,32.0,1015.8,1012.7,5.0,6.0,23.6,31.3,No,No
2182,2008-07-16,Adelaide,6.3,14.1,0.2,1.6,3.8,NNW,39.0,NNE,N,7.0,19.0,74.0,52.0,1019.9,1015.3,,,10.0,13.9,No,No
2183,2013-12-25,Adelaide,15.1,33.2,0.0,,13.6,WNW,39.0,NNE,NNW,13.0,17.0,24.0,16.0,1013.3,1010.5,,,24.7,31.6,No,No
2184,2009-12-07,Dartmoor,9.5,17.9,0.0,4.0,0.3,W,28.0,WSW,SSW,9.0,13.0,76.0,88.0,1014.2,1013.4,,,15.9,16.3,No,Yes
2185,2010-10-31,Ballarat,7.8,11.6,41.8,,,WSW,48.0,WSW,SW,22.0,22.0,99.0,98.0,1009.4,1013.3,8.0,8.0,8.1,8.9,Yes,Yes
2186,2013-05-19,Wollongong,11.4,19.6,0.0,,,W,43.0,WSW,SW,19.0,15.0,50.0,31.0,1016.6,1014.0,,4.0,14.3,19.2,No,No
2187,2011-05-10,Sale,1.1,,0.0,2.2,8.8,,,WNW,W,20.0,13.0,86.0,47.0,1019.3,1014.3,1.0,3.0,6.7,14.1,No,Yes
2188,2011-06-10,NorfolkIsland,18.0,21.5,6.2,1.6,5.4,N,31.0,NW,WNW,15.0,13.0,90.0,80.0,1015.6,1013.9,7.0,5.0,19.6,20.9,Yes,No
2189,2015-07-01,CoffsHarbour,9.9,20.4,0.1,,,S,28.0,SW,SSE,7.0,17.0,93.0,60.0,1024.6,1021.2,8.0,,14.2,19.6,No,No
2190,2011-12-19,Albury,18.7,27.8,3.6,,,NNE,44.0,N,WNW,15.0,19.0,84.0,47.0,1007.2,1005.3,8.0,7.0,20.7,25.9,Yes,No
2191,2009-01-15,Perth,18.8,39.7,0.0,10.6,13.1,SE,39.0,E,ESE,20.0,11.0,48.0,19.0,1016.4,1011.8,0.0,0.0,22.7,37.6,No,No
2192,2014-01-17,Richmond,15.0,35.2,0.0,7.3,,ENE,33.0,WSW,NE,2.0,15.0,74.0,22.0,1016.5,1011.7,,,22.1,34.3,No,No
2193,2013-05-23,Mildura,8.8,17.6,5.8,1.0,8.6,SSE,33.0,SSE,S,15.0,20.0,91.0,37.0,1019.2,1019.1,1.0,1.0,10.3,17.2,Yes,No
2194,2012-02-05,MountGinini,9.7,20.5,0.0,,,NW,50.0,NNW,NW,11.0,17.0,78.0,67.0,,,,,14.6,18.7,No,No
2195,2015-07-30,NorfolkIsland,13.6,17.5,0.4,4.4,6.1,SSE,35.0,ESE,E,19.0,26.0,50.0,70.0,1026.5,1024.3,7.0,7.0,15.7,16.1,No,No
2196,2011-07-03,WaggaWagga,5.4,19.4,0.0,2.0,5.3,NNW,35.0,N,NNW,11.0,20.0,64.0,40.0,1019.4,1015.0,6.0,6.0,12.2,17.7,No,Yes
2197,2009-05-01,Bendigo,1.7,16.9,0.0,1.8,,SSW,24.0,E,N,6.0,7.0,67.0,50.0,1024.7,1022.1,6.0,7.0,8.2,16.4,No,Yes
2198,2017-05-19,Tuggeranong,7.6,15.3,0.0,,,NE,26.0,SSW,SW,7.0,6.0,81.0,95.0,1026.3,1021.2,,,12.3,13.1,No,Yes
2199,2016-11-29,Uluru,17.1,41.5,0.0,,,SSE,63.0,NE,ESE,7.0,15.0,9.0,6.0,1011.0,1006.9,,4.0,30.9,39.2,No,No
2200,2011-05-31,Darwin,16.8,29.8,0.0,6.4,11.0,ESE,39.0,ESE,ESE,7.0,20.0,52.0,28.0,1014.6,1010.8,3.0,4.0,21.6,29.4,No,No
2201,2011-10-03,Perth,13.6,21.1,0.0,4.0,6.2,SSW,39.0,SSE,SW,15.0,15.0,68.0,59.0,1011.6,1010.7,3.0,4.0,17.4,20.2,No,No
2202,2014-11-05,Watsonia,12.1,18.2,0.0,10.8,9.8,SSW,43.0,SW,S,20.0,17.0,70.0,45.0,1018.8,1018.3,6.0,2.0,13.6,17.4,No,No
2203,2011-01-24,Williamtown,17.0,38.8,0.0,8.2,9.9,NW,48.0,N,NW,11.0,28.0,63.0,21.0,1006.1,1002.1,1.0,7.0,24.5,37.9,No,No
2204,2013-05-15,Tuggeranong,1.9,12.1,1.0,,,NW,31.0,W,WNW,4.0,11.0,99.0,66.0,1012.2,1009.8,,,7.1,10.8,No,No
2205,2009-05-29,Sale,5.0,14.7,1.0,1.6,2.5,SSE,39.0,NNE,SE,6.0,19.0,94.0,60.0,1029.0,1027.8,7.0,6.0,8.5,14.2,No,Yes
2206,2017-05-11,Albany,13.8,17.2,14.2,,,,,SE,,31.0,,83.0,,1025.4,1022.7,6.0,,15.4,,Yes,Yes
2207,2014-08-05,Townsville,17.0,27.6,0.0,7.6,9.2,ESE,48.0,SSE,ENE,19.0,35.0,59.0,56.0,1023.3,1020.4,4.0,7.0,23.1,25.1,No,No
2208,2016-08-07,Sale,6.9,15.2,0.0,,,ESE,20.0,WNW,S,9.0,13.0,91.0,45.0,1028.3,1025.5,8.0,1.0,8.3,14.1,No,No
2209,2009-07-21,Launceston,2.1,14.2,2.4,,,NNW,31.0,,NW,0.0,13.0,98.0,74.0,1011.5,1007.6,,,4.7,12.6,Yes,Yes
2210,2011-11-18,Witchcliffe,9.2,20.4,6.8,,,W,35.0,SSW,SW,13.0,19.0,75.0,49.0,1017.6,1018.1,,,13.8,19.1,Yes,No
2211,2013-01-10,NorahHead,20.2,25.5,0.0,,,SE,28.0,NE,ENE,17.0,19.0,70.0,67.0,1009.5,1009.8,,,22.9,24.4,No,No
2212,2013-03-30,MountGambier,12.9,18.1,1.0,2.2,1.7,W,39.0,NNW,W,17.0,26.0,97.0,90.0,1015.3,1012.6,8.0,8.0,15.0,16.5,No,Yes
2213,2010-06-05,Bendigo,0.1,14.3,0.2,1.0,,S,39.0,SW,SW,7.0,20.0,91.0,68.0,1019.7,1017.6,1.0,7.0,7.5,12.9,No,No
2214,2009-06-08,Adelaide,10.5,14.9,3.2,,6.4,W,48.0,WSW,WSW,15.0,15.0,62.0,49.0,1013.0,1013.2,,,12.8,13.6,Yes,Yes
2215,2011-09-15,Newcastle,14.2,21.6,0.0,,,,,,SE,0.0,7.0,75.0,61.0,,,5.0,0.0,18.6,20.4,No,No
2216,2009-05-28,Woomera,8.4,17.2,0.0,3.4,6.4,ESE,24.0,ESE,ESE,13.0,13.0,82.0,45.0,1026.4,1024.7,1.0,5.0,11.5,15.9,No,No
2217,2012-03-29,Newcastle,15.2,27.2,0.0,,,,,,SE,0.0,9.0,82.0,57.0,,,1.0,2.0,19.0,26.5,No,No
2218,2016-06-29,Sale,2.2,16.8,0.0,,,WNW,30.0,NW,WNW,6.0,20.0,94.0,53.0,1027.1,1023.3,,,10.1,15.9,No,No
2219,2015-02-22,Watsonia,20.1,36.9,0.0,12.4,2.7,N,37.0,NNE,NE,6.0,9.0,55.0,32.0,1013.4,1011.6,6.0,7.0,25.8,34.5,No,No
2220,2012-02-13,MountGinini,6.2,18.3,0.4,,,NW,24.0,NW,NNW,6.0,7.0,83.0,59.0,,,,,9.7,16.4,No,Yes
2221,2015-04-04,Woomera,17.1,30.5,0.0,,,SW,35.0,ESE,NW,11.0,9.0,40.0,24.0,1017.6,1013.9,8.0,4.0,18.8,29.5,No,No
2222,2015-11-27,Albany,15.7,19.5,0.0,4.0,0.5,,,SSW,,24.0,,73.0,,1016.8,1015.6,8.0,,17.8,,No,No
2223,2012-09-05,Wollongong,13.8,26.9,0.0,,,NNW,85.0,NNE,NNW,26.0,28.0,40.0,21.0,1014.7,1005.5,,,19.0,25.7,No,No
2224,2011-02-21,Bendigo,6.0,18.8,0.0,5.8,,SW,44.0,SSW,SW,13.0,19.0,69.0,55.0,1018.4,1019.6,1.0,7.0,11.8,17.0,No,No
2225,2010-08-22,Mildura,2.9,16.6,0.0,2.0,4.8,NNW,41.0,N,N,13.0,20.0,64.0,29.0,1022.2,1017.6,5.0,7.0,9.9,15.9,No,No
2226,2014-02-05,Richmond,15.9,24.5,1.6,2.3,,WSW,57.0,S,SE,11.0,20.0,60.0,43.0,1024.2,1021.6,,,19.9,22.9,Yes,No
2227,2014-07-28,CoffsHarbour,5.6,21.7,0.0,,,,,,,,,56.0,44.0,,,,,16.6,21.0,No,No
2228,2015-03-13,Albury,14.5,27.6,0.0,,,SE,57.0,SSE,S,17.0,11.0,49.0,33.0,1019.6,1016.8,,,16.9,26.3,No,No
2229,2016-11-05,MountGinini,0.4,7.5,0.0,,,W,89.0,SW,WSW,28.0,20.0,60.0,61.0,,,,,1.9,5.2,No,No
2230,2010-12-23,Portland,7.3,16.6,0.0,4.0,11.9,SSW,33.0,S,S,20.0,19.0,70.0,54.0,1023.9,1026.4,7.0,2.0,14.0,15.2,No,No
2231,2016-11-19,Dartmoor,5.3,22.0,0.0,,,SSW,31.0,E,SW,6.0,11.0,76.0,60.0,1020.8,1019.0,,,14.0,21.3,No,No
2232,2017-03-19,Cobar,20.5,28.6,0.0,,,NNE,46.0,ESE,ENE,28.0,19.0,64.0,58.0,1014.2,1012.8,,7.0,23.1,26.7,No,Yes
2233,2013-11-16,MountGambier,8.8,17.7,0.0,1.0,5.1,S,39.0,SSE,SSE,15.0,22.0,76.0,63.0,1021.5,1020.1,8.0,7.0,12.6,15.6,No,No
2234,2013-11-22,Launceston,9.6,23.7,18.2,,,SSE,37.0,SE,WSW,19.0,4.0,75.0,60.0,1008.9,1005.5,,,15.1,22.5,Yes,No
2235,2015-03-16,Moree,15.7,32.5,0.4,34.4,11.4,ESE,44.0,E,NNE,28.0,6.0,50.0,21.0,1013.5,1010.3,1.0,2.0,21.1,30.3,No,No
2236,2016-02-12,Woomera,19.6,37.8,0.0,19.1,12.8,SSE,44.0,SSE,S,22.0,20.0,53.0,12.0,1012.9,1010.2,,,22.9,36.5,No,No
2237,2012-11-21,Albany,13.0,21.9,0.0,3.8,11.6,,,NE,ESE,11.0,28.0,57.0,73.0,1020.8,1016.1,3.0,0.0,20.0,20.2,No,No
2238,2014-12-14,AliceSprings,17.6,42.6,0.0,14.0,12.8,NNE,33.0,NNE,S,15.0,13.0,11.0,6.0,1008.5,1004.1,1.0,2.0,33.8,40.6,No,No
2239,2010-08-01,Walpole,7.7,18.9,1.8,,,NNE,28.0,NNE,NNW,9.0,9.0,89.0,63.0,1033.9,1031.2,,,13.5,17.4,Yes,No
2240,2011-08-19,NorahHead,8.3,16.8,0.0,,,SSE,87.0,WNW,S,9.0,63.0,67.0,82.0,1014.0,1012.7,,,11.3,16.2,No,Yes
2241,2017-05-03,Newcastle,,20.2,1.0,,,,,SE,,28.0,,68.0,,,,6.0,,18.4,,No,Yes
2242,2011-05-18,Nuriootpa,8.1,21.1,0.0,3.0,4.2,NW,26.0,,N,0.0,9.0,54.0,24.0,1027.7,1024.1,7.0,4.0,12.0,20.6,No,No
2243,2012-05-27,Nuriootpa,6.2,15.1,0.2,1.2,5.8,S,33.0,SSE,SSW,6.0,13.0,71.0,56.0,1029.8,1029.0,7.0,6.0,10.5,14.2,No,No
2244,2013-06-10,NorahHead,12.3,21.7,0.2,,,SW,19.0,WNW,NW,6.0,11.0,82.0,75.0,1021.7,1018.7,,,16.2,18.8,No,No
2245,2013-09-18,SalmonGums,2.2,19.8,0.0,,,WNW,52.0,NW,NW,20.0,30.0,57.0,40.0,,,,,14.7,18.2,No,No
2246,2012-10-16,Newcastle,11.4,33.0,0.0,,,,,NW,NW,4.0,9.0,40.0,14.0,,,2.0,1.0,22.2,32.4,No,No
2247,2009-10-30,Witchcliffe,4.8,19.2,0.0,,,WSW,30.0,SSE,SW,6.0,17.0,56.0,50.0,1019.6,1017.1,,,16.7,17.9,No,No
2248,2009-12-30,Cobar,22.3,32.3,0.0,12.2,11.2,ENE,43.0,E,ENE,19.0,20.0,52.0,42.0,1017.7,1014.6,5.0,7.0,24.8,30.8,No,No
2249,2017-03-07,Richmond,16.3,26.1,1.0,5.5,,SE,46.0,SSW,SSE,19.0,22.0,65.0,48.0,1018.1,1016.7,8.0,5.0,19.9,25.5,No,No
2250,2011-06-21,Ballarat,3.7,7.9,10.0,,,WNW,72.0,W,W,22.0,28.0,95.0,80.0,1001.2,1003.3,5.0,8.0,4.1,6.8,Yes,No
2251,2009-09-13,NorahHead,14.0,30.1,0.0,,,NNE,41.0,N,NNW,30.0,28.0,49.0,28.0,1020.2,1016.0,,,22.6,27.6,No,No
2252,2009-03-09,Portland,12.6,18.8,0.0,4.0,11.2,SE,37.0,ESE,ESE,15.0,22.0,68.0,60.0,1022.2,1020.5,5.0,4.0,15.1,18.2,No,No
2253,2009-08-10,NorahHead,8.3,18.1,0.0,,,NE,39.0,WNW,NE,2.0,24.0,74.0,70.0,1019.3,1016.7,,,12.2,17.5,No,No
2254,2010-01-24,NorahHead,21.1,23.8,0.6,,,S,46.0,SSE,SSE,15.0,20.0,79.0,77.0,1015.8,1014.1,,,22.0,22.7,No,No
2255,2014-08-28,AliceSprings,2.6,23.8,0.0,7.2,11.2,E,39.0,E,E,6.0,19.0,26.0,12.0,1024.8,1021.6,0.0,0.0,14.4,23.2,No,No
2256,2015-12-26,WaggaWagga,18.1,22.1,11.6,12.0,3.0,W,48.0,NNW,W,7.0,26.0,94.0,90.0,1005.9,1004.9,8.0,8.0,18.2,19.3,Yes,Yes
2257,2017-02-18,PerthAirport,17.1,34.8,0.0,9.0,12.4,E,57.0,E,E,24.0,28.0,49.0,26.0,1019.5,1015.8,0.0,0.0,23.5,34.0,No,No
2258,2012-09-20,Perth,15.0,21.0,2.6,4.4,8.0,NW,39.0,WNW,WNW,9.0,15.0,82.0,53.0,1014.0,1013.8,5.0,2.0,17.8,19.9,Yes,Yes
2259,2013-06-30,Tuggeranong,1.3,15.4,0.2,,,WNW,15.0,WSW,WSW,7.0,7.0,92.0,46.0,1028.3,1025.2,,,6.9,15.0,No,No
2260,2011-07-22,Sale,8.5,14.0,40.6,2.0,4.8,ESE,39.0,NE,ESE,9.0,26.0,92.0,67.0,1026.9,1025.1,7.0,3.0,10.1,12.3,Yes,No
2261,2013-09-13,Nuriootpa,9.0,17.0,16.6,2.8,7.4,WSW,37.0,W,WSW,17.0,22.0,89.0,62.0,1012.8,1011.3,7.0,5.0,12.9,16.3,Yes,Yes
2262,2017-01-09,GoldCoast,19.8,29.5,0.0,,,ENE,39.0,SE,ENE,13.0,28.0,68.0,87.0,1014.1,1012.0,,,27.7,25.3,No,No
2263,2014-03-12,Watsonia,15.7,22.0,3.0,4.8,9.0,WSW,33.0,SSW,SSW,19.0,15.0,77.0,37.0,1020.0,1020.1,7.0,7.0,17.0,21.5,Yes,No
2264,2010-06-21,WaggaWagga,6.7,12.4,0.8,0.8,3.3,ESE,15.0,SE,WSW,9.0,9.0,99.0,84.0,1034.5,1033.7,,3.0,8.0,11.7,No,No
2265,2010-11-09,Portland,5.8,21.2,0.2,0.8,12.4,NW,30.0,N,WSW,13.0,20.0,91.0,57.0,1023.0,1019.2,4.0,2.0,13.7,19.3,No,No
2266,2016-07-12,Nuriootpa,5.4,8.7,12.3,4.3,5.5,W,80.0,WNW,WSW,39.0,50.0,83.0,82.0,1007.2,1011.4,6.0,,5.5,5.3,Yes,Yes
2267,2017-03-21,MountGambier,16.9,20.6,50.8,,,SE,54.0,SE,SSE,35.0,33.0,97.0,92.0,1011.9,1011.7,7.0,8.0,17.4,19.6,Yes,Yes
2268,2010-12-01,Cairns,23.1,31.4,0.0,4.8,7.1,ENE,31.0,SE,ENE,11.0,19.0,69.0,62.0,1006.5,1004.1,3.0,4.0,29.1,30.0,No,No
2269,2017-03-04,Mildura,20.2,35.5,0.0,11.6,9.7,SE,33.0,E,SE,17.0,15.0,52.0,24.0,1014.5,1011.8,1.0,5.0,24.8,34.2,No,No
2270,2009-12-31,WaggaWagga,21.0,32.3,0.0,15.2,6.3,N,41.0,NE,N,20.0,24.0,50.0,37.0,1017.6,1012.9,5.0,7.0,25.6,31.1,No,No
2271,2013-04-14,Witchcliffe,16.8,24.0,0.2,,,S,24.0,E,SSE,7.0,15.0,99.0,70.0,1017.6,1016.1,,,18.5,21.9,No,No
2272,2009-03-19,Wollongong,17.8,24.6,0.0,,,N,33.0,NE,NNW,9.0,11.0,75.0,78.0,1015.7,1013.5,,,21.4,23.0,No,No
2273,2009-11-28,PerthAirport,9.9,31.6,0.0,7.2,13.1,E,65.0,ENE,WSW,26.0,7.0,38.0,14.0,1020.1,1015.3,0.0,1.0,20.8,30.4,No,No
2274,2015-10-29,MountGinini,5.0,15.4,0.0,,,ENE,26.0,SE,NE,2.0,7.0,59.0,60.0,,,,,10.5,12.4,No,No
2275,2014-12-23,MelbourneAirport,18.6,28.7,0.6,4.0,1.4,SSW,44.0,NNW,S,19.0,17.0,58.0,82.0,1008.2,1008.5,7.0,7.0,23.5,21.4,No,Yes
2276,2014-02-03,Woomera,28.1,40.1,0.0,15.8,6.4,SSE,69.0,ESE,SSE,17.0,37.0,16.0,19.0,1006.7,1006.2,1.0,3.0,34.9,39.2,No,No
2277,2011-01-25,Darwin,24.3,31.3,22.8,2.6,2.2,N,41.0,W,NNW,4.0,15.0,95.0,73.0,1008.7,1006.4,8.0,7.0,25.2,30.0,Yes,Yes
2278,2011-07-15,Nuriootpa,5.8,11.2,0.0,1.2,7.9,ENE,35.0,ENE,E,13.0,19.0,86.0,57.0,1034.0,1029.4,5.0,5.0,6.8,10.4,No,No
2279,2015-08-27,Nuriootpa,-0.7,12.9,0.0,2.2,3.2,SW,35.0,WSW,SW,11.0,20.0,99.0,75.0,1026.2,1025.0,,6.0,6.5,10.6,No,Yes
2280,2009-08-10,AliceSprings,8.2,30.7,0.0,7.4,10.9,NNW,44.0,NNW,W,26.0,20.0,6.0,2.0,1015.7,1012.9,0.0,0.0,21.6,29.8,No,No
2281,2011-09-24,Witchcliffe,4.3,18.8,0.0,,,NW,33.0,N,NNW,13.0,20.0,67.0,61.0,1021.7,1017.9,,,14.6,16.7,No,Yes
2282,2009-02-11,Nuriootpa,7.2,20.6,0.0,7.2,10.6,SSE,50.0,SSE,SSE,17.0,28.0,46.0,32.0,1022.7,1020.0,3.0,2.0,13.1,19.7,No,No
2283,2014-11-30,Sale,14.7,27.8,5.2,,,NNE,76.0,NE,SE,24.0,20.0,94.0,56.0,1009.2,1006.6,6.0,3.0,17.8,26.8,Yes,No
2284,2013-12-19,Albury,19.2,39.7,0.0,,,NNW,37.0,N,NNW,20.0,11.0,34.0,17.0,1018.3,1013.5,,,29.9,39.2,No,No
2285,2013-05-13,AliceSprings,12.8,16.7,11.6,3.4,0.0,SSE,39.0,S,SE,17.0,17.0,83.0,69.0,1023.3,1020.5,8.0,8.0,14.0,15.4,Yes,No
2286,2013-07-25,Perth,10.1,20.4,3.8,3.6,8.8,N,31.0,NNE,NNW,13.0,15.0,73.0,47.0,1020.8,1015.1,2.0,3.0,13.0,19.3,Yes,Yes
2287,2015-04-29,SalmonGums,6.7,23.3,0.0,,,NNE,39.0,NNE,NNE,20.0,19.0,51.0,28.0,,,,,15.4,21.5,No,No
2288,2012-05-09,MountGinini,3.4,12.4,0.0,,,WSW,57.0,WSW,W,26.0,24.0,61.0,57.0,,,,,8.2,11.6,No,No
2289,2010-10-04,WaggaWagga,9.5,22.7,0.0,4.0,8.5,ENE,46.0,ENE,ENE,24.0,11.0,66.0,51.0,1024.3,1020.6,1.0,7.0,17.2,22.0,No,No
2290,2015-09-14,WaggaWagga,8.6,24.5,0.0,3.2,10.6,NNE,43.0,E,N,13.0,20.0,63.0,42.0,1024.3,1019.2,1.0,1.0,15.8,23.7,No,No
2291,2017-05-25,Launceston,3.4,14.7,0.0,,,NNW,33.0,,N,0.0,20.0,97.0,83.0,,,,8.0,6.6,14.3,No,Yes
2292,2015-06-23,SalmonGums,8.5,14.9,14.4,,,SSW,26.0,SSW,SSW,11.0,19.0,95.0,62.0,,,,,10.1,14.0,Yes,No
2293,2013-03-16,Katherine,23.4,37.4,1.0,9.0,,SE,63.0,WNW,S,11.0,9.0,68.0,,1012.1,1008.1,0.0,2.0,29.0,36.1,No,Yes
2294,2011-08-08,Ballarat,-1.6,10.7,3.8,,,SE,28.0,ENE,SSE,6.0,19.0,99.0,74.0,1011.5,1010.5,2.0,8.0,5.4,9.0,Yes,No
2295,2014-05-18,GoldCoast,18.2,23.6,1.2,,,ESE,46.0,S,ESE,15.0,20.0,81.0,56.0,1028.6,1026.6,,,19.0,22.8,Yes,No
2296,2014-06-12,CoffsHarbour,11.3,20.8,0.2,,,,,,,,,62.0,52.0,,,,,17.2,20.2,No,No
2297,2015-05-01,Dartmoor,4.5,21.9,0.0,3.2,8.3,N,33.0,NE,NNE,7.0,13.0,,,1025.0,1020.4,,,12.2,20.7,No,No
2298,2010-07-18,Albany,8.1,15.3,10.6,3.2,6.0,,,NW,WSW,6.0,11.0,91.0,86.0,1027.2,1025.9,7.0,6.0,10.2,13.4,Yes,Yes
2299,2016-02-02,Nuriootpa,18.1,24.0,10.4,12.6,1.4,WSW,56.0,NE,W,15.0,33.0,74.0,81.0,997.9,997.9,7.0,7.0,20.1,21.2,Yes,No
2300,2009-12-19,MountGambier,12.1,20.9,0.4,4.4,6.9,WSW,37.0,SW,SW,19.0,22.0,53.0,49.0,1021.6,1022.0,7.0,7.0,15.7,18.0,No,No
2301,2012-10-22,Williamtown,12.3,21.0,0.2,27.6,,SSW,74.0,WSW,S,9.0,31.0,68.0,56.0,1015.0,1017.9,6.0,7.0,18.1,14.5,No,Yes
2302,2012-06-04,Albury,4.8,14.5,0.0,,,W,35.0,WSW,W,9.0,19.0,100.0,86.0,1008.4,1005.1,8.0,8.0,6.3,10.8,No,Yes
2303,2009-07-25,Walpole,7.7,13.1,13.2,,,SSW,59.0,SSW,S,24.0,9.0,73.0,59.0,1025.7,1027.4,,,9.2,12.2,Yes,No
